UniqueCount	AmbigCount
3	7
0	0
7	95
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	5
0	0
0	0
0	0
0	0
0	3
0	0
0	5
0	0
0	0
2	0
0	0
0	3
0	0
0	0
0	0
0	0
10	162
2	40
0	55
0	49
14	28
0	0
0	19
0	12
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
1	1
0	0
1	0
0	7
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
1	8
0	0
1	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
2	1
0	0
0	0
0	0
6408	2635
268	7868
44380	78712
0	0
1	403
1	8
26582	13497
22	1381
0	0
0	0
0	0
19	27
0	0
0	0
0	0
0	2
1	2
0	3
0	4
0	1
0	0
4	0
0	0
0	0
0	0
0	1
0	1
1	1
0	1
0	1
0	0
0	1
2	0
0	0
0	0
1	0
0	0
1	0
0	1
0	3
113	24
0	14
2	15
0	15
4	8
0	7
2	31
0	11
0	7
0	8
0	3
4	1
0	0
29	1
4	4
0	1
0	2
0	1
0	0
0	0
4	4
0	0
3	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	128
56	358
9	324
0	0
0	88
2	2
11	12
0	12
0	0
0	3
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	6
7	14
0	0
0	0
2	21
0	21
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	15
0	1
0	6
0	0
0	6
0	0
0	3
0	4
0	0
0	0
1	62
0	63
0	76
2	88
2	49
0	66
0	65
0	6
0	35
0	31
0	26
0	31
2	9
0	2
0	5
0	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
44	753
0	618
0	683
11	237
1	148
0	203
0	124
279	0
0	0
0	0
0	0
0	0
0	0
1	1
3	286
0	290
13	299
0	172
2	176
0	167
0	153
2	23
0	136
0	105
0	8
0	21
0	33
0	18
0	27
0	0
0	1
0	11
0	20
1	0
0	0
1	0
0	4
0	4
1	4
0	4
0	0
0	4
0	0
0	0
0	108
0	100
0	63
0	60
0	3
0	3
0	5
0	1
1	11
0	5
1	3
0	3
0	0
0	0
6	16
1	6
0	1
0	12
0	4
0	107
0	207
0	208
0	148
0	76
0	224
0	33
0	176
0	149
7	112
0	54
0	134
0	204
0	149
0	117
0	150
0	184
0	36
0	11
1	7
0	127
0	14
0	25
0	15
0	8
0	18
0	30
0	2
1	10
0	73
0	41
0	35
0	53
0	41
0	42
0	0
0	0
0	18
0	45
0	30
2	23
0	23
0	17
0	9
0	8
0	8
0	2
0	2
0	0
0	0
0	0
2	0
3	34
131	44
1	10
5	0
3	256
7	263
0	163
0	28
0	36
0	19
0	3
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	502
114	475
12	474
44	491
4	11
0	16
0	0
1	102
3	113
1	82
1	141
2	191
0	115
0	85
0	156
0	150
0	51
0	88
0	15
2	12
0	11
0	16
0	52
1	8
0	15
3	6
0	4
1	26
2	125
26	135
0	6
0	4
0	126
13	129
0	42
203	487
2	215
13	392
5	8
3	183
1	85
0	3
38	42
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	6
0	8
0	0
0	7
0	0
2	0
4	139
5	136
0	4
1	83
2	40
8	339
0	333
0	325
0	325
1	0
0	29
0	11
0	0
0	0
0	0
177	491
0	410
0	81
99	27
7	46
0	0
241	0
151	0
0	65
0	73
0	51
0	73
3	66
0	65
0	65
1	3
0	0
0	70
2	5
0	47
0	5
0	1
0	4
0	70
0	45
0	3
0	56
0	46
0	0
0	1
0	51
0	5
0	1
0	0
1	4
0	6
0	8
0	6
0	6
0	6
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
10	222
2	207
0	171
1	190
0	182
0	161
0	161
