UniqueCount	AmbigCount
0	11
0	0
12	76
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	0
0	2
0	0
0	0
0	1
0	0
3	1
0	1
0	0
4	2
0	0
0	13
0	0
0	0
0	0
0	0
7	110
1	25
0	50
1	41
9	28
0	0
0	17
0	5
0	0
0	0
0	0
0	0
0	2
0	2
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	3
0	0
0	2
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	2
0	1
0	2
0	0
0	0
0	1
0	0
0	2
0	0
1	0
0	0
0	0
0	0
6436	2727
309	9114
36343	62967
0	0
2	447
0	14
34069	18445
19	1511
0	0
0	0
0	0
7	32
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
2	0
0	0
0	0
0	0
0	0
0	3
0	3
1	1
0	1
0	1
0	0
4	0
0	0
0	0
0	0
0	0
0	2
0	0
0	1
85	6
1	1
0	3
0	3
4	4
0	2
2	8
0	4
0	1
0	1
2	1
3	2
1	1
12	1
0	4
0	1
0	3
0	0
0	0
0	0
4	3
1	0
1	0
0	0
0	0
1	0
0	0
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	2
0	0
0	0
0	0
0	0
0	119
49	334
6	296
0	0
0	91
0	2
3	16
0	17
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	7
18	18
0	0
0	0
3	22
0	22
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	11
0	0
0	4
0	0
0	4
0	0
1	3
0	1
0	0
0	0
0	81
0	83
0	104
1	114
5	69
0	83
0	85
0	7
0	52
0	41
0	29
0	30
1	9
2	2
0	3
0	1
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	789
2	636
0	702
14	298
1	213
5	162
0	97
270	0
0	0
0	0
0	0
0	0
0	0
0	1
0	293
0	301
4	317
0	186
3	192
0	164
1	157
1	20
0	138
0	108
0	15
0	19
0	37
0	26
0	31
0	1
0	5
0	9
2	22
6	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	1
0	0
0	0
2	103
2	93
0	72
0	62
0	0
0	6
0	10
0	0
2	12
0	5
1	0
0	2
0	0
0	0
11	37
2	9
0	6
1	25
0	17
0	90
0	157
0	157
0	124
0	73
0	183
0	32
0	140
0	124
8	93
1	43
0	102
0	155
0	124
0	105
0	129
0	128
0	19
0	2
0	3
0	97
0	6
1	20
0	26
0	11
0	19
0	41
0	1
0	2
0	48
0	27
0	20
0	30
0	24
0	24
0	0
0	0
0	12
2	38
0	17
14	13
0	24
0	9
0	16
1	10
0	3
0	3
0	3
0	0
0	0
0	0
1	0
3	36
160	52
0	17
0	0
5	272
8	276
0	182
0	22
0	29
0	29
0	7
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
26	548
110	517
17	515
53	531
2	16
0	19
0	0
0	67
0	90
1	53
8	109
0	134
0	76
0	64
0	118
0	115
0	30
0	65
0	12
0	12
0	10
0	15
0	33
0	2
0	4
0	0
0	0
2	15
1	124
6	128
0	2
0	0
0	125
11	121
0	44
256	554
2	257
9	459
9	7
5	182
2	83
0	0
24	42
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	6
0	7
0	0
0	6
0	0
0	0
4	92
2	89
0	7
6	53
1	29
7	330
0	320
0	314
0	314
1	0
0	28
2	13
0	0
0	0
2	0
203	444
0	384
0	60
100	17
7	35
0	0
249	0
183	0
0	73
0	80
0	69
0	81
0	79
0	75
0	74
0	3
0	4
1	72
0	3
0	56
0	3
0	1
0	5
0	77
0	45
0	1
0	67
0	51
0	1
0	1
0	68
0	5
0	0
0	0
0	8
0	10
1	7
0	13
0	9
0	9
0	1
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
14	172
0	158
0	127
0	135
0	136
0	114
0	114
0	114
0	30
0	0
0	14
0	297
0	299
1	90
0	20
1	0
0	0
0	1
0	96
1	27
0	72
0	77
0	56
0	92
0	78
3	88
0	93
0	77
0	3
0	8
0	4
0	0
0	6
0	0
0	1
0	5
0	5
0	9
0	1
0	0
3	0
12	79
0	0
0	0
0	0
0	0
1	11
1	0
1	9
6	676
0	635
0	545
1	297
0	1
0	88
0	22
0	9
2	69
0	16
0	3
0	49
0	105
1	83
0	83
0	48
0	0
17	2065
0	1791
18	2117
4	159
1	471
0	144
0	283
4	112
0	7
1	11
4	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
1	0
0	0
0	0
0	0
0	0
0	0
1	4
0	0
0	0
0	6
0	0
0	0
0	5
0	3
0	2
0	3
0	5
0	2
0	0
0	1
0	1
0	2
0	0
0	3
0	2
0	0
0	13
0	0
0	2
0	0
0	1
0	0
0	0
15	120
0	9
0	2
0	6
0	6
0	1
0	108
0	3
0	102
0	8
0	16
0	9
0	12
0	9
0	20
0	22
0	12
0	6
0	3
0	14
0	3
0	94
0	15
0	64
0	57
0	5
0	4
4	0
0	0
0	58
0	58
5	148
0	171
1	119
15	125
3	114
4	223
0	160
0	160
6	160
2	55
0	121
0	0
0	0
0	0
127	0
0	0
0	0
2	0
0	14
0	8
1	13
0	0
0	1
0	0
7	8
0	8
10	1
0	0
0	1
0	0
8	0
0	0
0	0
13	818
0	75
29	1309
0	411
1	2
5	865
1	301
12	680
0	122
20	226
5	246
0	211
0	41
0	2
0	1
0	1
3	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
4	132
0	118
0	62
0	13
0	3
0	0
0	2
0	7
1	19
0	3
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	4
0	2
0	2
0	2
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	20
0	22
0	207
0	203
0	221
2	201
0	55
1	208
0	44
0	15
0	13
1	9
0	196
0	11
0	185
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	11
0	1
0	12
0	11
10	12
0	8
0	0
0	11
0	0
0	0
0	0
0	0
0	0
1	0
4	10
0	10
0	10
0	2
0	0
0	0
1	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
56	185
1	185
7	115
4	115
3	1
6	37
0	13
0	7
0	2
0	28
0	26
2	3
0	73
0	66
0	30
0	67
0	65
0	19
0	17
0	30
0	23
0	72
0	16
0	0
0	24
0	11
0	0
0	0
0	2
0	75
83	177
0	0
3	131
6	89
1	13
0	21
0	12
1	5
0	0
0	2
0	0
0	0
0	0
0	0
0	0
244	33
1	33
0	1
0	0
0	0
92	127
0	5
0	20
1	19
0	0
0	13
0	83
1	3
0	15
0	0
0	21
0	0
0	40
0	41
0	37
1	38
0	40
2	40
0	40
0	40
0	3
0	0
0	5
0	243
3	255
6	242
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	46
0	49
0	52
0	40
0	1
0	2
0	0
0	25
1	1
0	0
0	71
0	0
1	15
0	0
1	0
0	70
0	69
0	5
0	7
0	9
0	1
0	69
0	0
0	0
0	66
0	16
0	0
0	3
1	5
0	0
0	4
0	1
0	3
0	0
1	634
1717	3289
14	3280
1	3254
0	1675
0	1348
1	644
7	638
0	0
0	0
0	0
2	10
0	0
1	9
0	0
0	0
0	1
0	0
534	1085
0	12
9	1072
2	335
0	0
0	0
0	0
40	0
0	478
0	444
0	442
0	444
0	356
0	356
0	488
0	488
0	215
0	0
5	0
0	12
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	4
0	4
0	4
0	2
0	3
0	3
0	3
0	3
0	3
0	0
48	29
1	8
