symbol,totalBindingSites,log2FoldChange_dyna
IQGAP2,6,0.43679627027409673
JMY,4,0.6899248172164587
JMY,4,0.6899248172164587
RASA1,6,0.49218205497657275
LNPEP,7,0.5801532191035799
FAM174A,1,0.6656357407955896
PPIP5K2,2,0.3905782215507613
FER,2,0.6547432931872665
APC,3,0.6787961324098447
APC,3,0.6787961324098447
KCNN2,1,0.7309384533161358
HSD17B4,3,0.5108618973729723
ISOC1,1,0.4085183948154809
CDC42SE2,7,0.4302695656003629
CDC42SE2,7,0.4302695656003629
UBE2B,1,0.339603235763422
SEC24A,9,0.18659692125494864
DDX46,4,0.9503897032770781
C5orf24,5,1.003823962092049
SMAD5,2,0.2171151427554249
MATR3,3,0.11926043251724563
MATR3,3,0.11926043251724563
MATR3,3,0.11926043251724563
MATR3,3,0.11926043251724563
MATR3,3,0.9127433016889112
MATR3,3,0.9127433016889112
MATR3,3,0.9127433016889112
MATR3,3,0.9127433016889112
MATR3,3,0.11926043251724563
MATR3,3,0.11926043251724563
MATR3,3,0.11926043251724563
MATR3,3,0.11926043251724563
MATR3,3,0.9127433016889112
MATR3,3,0.9127433016889112
MATR3,3,0.9127433016889112
MATR3,3,0.9127433016889112
PAIP2,1,0.2817205049974196
IK,3,0.2670899964116398
RNF14,1,0.46606544153440554
RBM27,8,0.027776396598966156
TCERG1,7,0.7317709246992042
GRPEL2,2,0.5580749790716334
SLC26A2,2,0.575872489045252
HMGXB3,1,0.18134522646182083
SMIM3,3,0.6113444839229123
LARP1,8,0.3459131109979924
CNOT8,1,0.4833536004337616
PTTG1,2,0.2617476419675413
HMMR,2,1.5604712707074948
SFXN1,1,0.016046769201315328
NSD1,18,0.46986642584422794
CNOT6,7,0.6406116434746154
NSUN2,3,0.3827095794774794
MYO10,1,1.336812321658826
ZFR,10,0.19970131155690218
C1QTNF3,4,1.5810485812710149
RAD1,3,0.8123311777436193
RAD1,3,0.8123311777436193
RAD1,3,0.8123311777436193
LMBRD2,5,0.6369738362044384
CCL28,2,0.8632540551954068
PDE4D,4,0.8954589662664653
SREK1IP1,3,0.3667980945719166
ENC1,1,2.7413927575596637
ENC1,1,2.7413927575596637
GFM2,1,0.575935637525157
POC5,7,0.6099106441561821
TBCA,3,0.546424010463837
LHFPL2,2,0.2785735295047107
ARSB,6,0.26784504364195044
HOMER1,6,0.8639607401848114
MTX3,1,1.0435680050019243
CETN3,1,1.1404033813051861
CETN3,1,1.1404033813051861
MBLAC2,1,0.44140625246285364
FAM172A,3,0.5568539589032376
CHD1,5,0.4530295682472583
ST8SIA4,4,0.21185636492617604
FBXL17,2,0.6881886863180111
PJA2,2,0.5336769632628983
DTWD2,2,1.7933319493688977
CEP120,3,0.9683290231311972
RAPGEF6,22,0.44616427537383746
FNIP1,15,0.5030626982479117
IRF1,3,0.35272511008135554
AFF4,5,0.5927761517354764
FAM13B,9,0.46497328981925845
HSPA9,4,0.4997876831350912
HBEGF,1,1.5498981900838071
HBEGF,1,1.5498981900838071
APBB3,1,1.2918387036807264
APBB3,1,1.2918387036807264
APBB3,1,1.2918387036807264
APBB3,1,1.2918387036807264
APBB3,1,1.2918387036807264
APBB3,1,1.2918387036807264
APBB3,1,1.2918387036807264
DIAPH1,18,0.374945879562588
YIPF5,1,0.1616202514511373
RNF145,5,1.3076456137739683
PWWP2A,11,1.334791485497468
SLU7,1,0.8800476019226133
PANK3,3,0.41293290133617505
FBXW11,6,0.49767397281954895
FBXW11,6,0.49767397281954895
STK10,12,1.2572633193040343
UBTD2,3,0.19330462338212243
DUSP1,1,2.2029280116463643
CLTB,2,0.004126283786067019
RNF44,1,0.18646619330510641
DBN1,1,0.9651515084612032
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
CLK4,5,1.1960751216332701
HNRNPH1,1,0.012252099818082068
RNF130,6,0.6381118669489974
TRIM52,2,0.20357400773669243
RREB1,12,0.3080183916712216
RIOK1,1,0.08892107555116377
SMIM13,2,0.533939959288147
HIVEP1,1,1.2050874734191206
CD83,1,0.10911672309058386
JARID2,10,0.11051498542111474
KDM1B,3,0.7002222623317569
E2F3,8,0.6394921815023263
ZKSCAN8,2,0.02526893365542534
ZSCAN9,2,1.6113715453851711
ITPR3,4,0.5560103552557378
ANKS1A,3,0.0806178339628055
MAPK14,23,0.4762625197742286
PIM1,13,4.563466989981831
BYSL,2,0.6852844330268545
UBR2,4,0.861256817351792
PPP2R5D,1,0.14316395906689203
SRF,4,0.9764266367013447
VEGFA,12,2.4565473034467225
HSP90AB1,5,0.44804098261445374
RUNX2,4,0.8218465307389085
CD2AP,3,1.992787845191814
EFHC1,3,0.3581014504190064
FBXO9,6,1.189383461955366
ZNF451,1,0.6505889579305302
PRIM2,2,0.6039805781875359
PHF3,5,0.275896535070275
FAM135A,3,1.3272097822090645
OGFRL1,1,0.9996425961883759
SENP6,5,0.3836522761183487
BCKDHB,5,0.7942841007567571
BCKDHB,5,0.7942841007567571
MANEA,1,0.8446551275892323
UFL1,2,0.6584224502500737
CEP57L1,4,0.50142548061986425
FIG4,1,0.7568941123693272
MFSD4B,2,0.428798742827124
KPNA5,2,1.0494088291177341
KPNA5,2,1.0494088291177341
NUS1,1,0.24702659875174662
HSF2,2,0.7263908102537364
SMPDL3A,1,3.2647528194435886
NCOA7,3,0.8947671940233586
TRMT11,3,1.400428385980067
TBPL1,2,1.7430369336670113
MYB,4,0.06751552747448336
TNFAIP3,1,0.8354091668163945
HECA,2,0.62267610637346
LTV1,1,0.4650060000044363
SASH1,1,1.453323981189487
TAB2,1,0.3896627211692037
MTHFD1L,16,0.36464588576006735
MTHFD1L,16,0.36464588576006735
SCAF8,7,1.0499468820654376
IGF2R,15,0.6381659003081523
QKI,3,0.19935761556272344
TBP,3,0.2302879115498768
GMDS,12,0.3424712968718886
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5-TXNDC5,3,0.44871642897294917
BLOC1S5,1,0.18099091455397368
GFOD1,3,0.40419696392767585
RANBP9,7,0.5212964124444505
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
MCUR1,4,0.9452170426880055
NUP153,6,0.12438474885466576
NUDT3,16,0.28133706852736456
GLO1,5,1.4235048722969266
USP49,7,0.9037820577172727
TBCC,2,0.3112963429674786
ZNF318,3,0.030218680001739943
GTPBP2,5,1.1602544568395288
ELOVL5,2,0.2014115089050356
COX7A2,5,0.9540308051757629
PHIP,7,0.936846461489326
IBTK,2,0.3817938414036476
UBE3D,3,0.4567790568046266
PGM3,1,0.03006802199862842
SNX14,16,0.056328898207989885
SYNCRIP,16,0.12756312102291864
RARS2,11,0.17249978170499236
RNGTT,2,1.0684793338089624
MDN1,18,2.079963681627312
GPR63,1,0.02466471419135285
MMS22L,1,0.4679733844093303
MMS22L,1,0.4679733844093303
ASCC3,9,0.5483343238639214
HACE1,4,1.0111343246451376
PREP,1,0.07326265621901985
ATG5,9,0.10361378624458761
SEC63,1,0.3747526835554532
CDK19,8,0.40119167302834263
REV3L,3,0.7193864001113187
FYN,1,0.5790584183032967
TUBE1,3,1.507433609312961
HDAC2,3,0.7708511743452161
GOPC,7,1.325200509987965
HBS1L,14,1.3918133871856873
AHI1,4,0.11520025681434823
AHI1,4,0.11520025681434823
AHI1,4,0.11520025681434823
MAP3K5,6,0.5110246962997923
NHSL1,2,0.40626299857095355
ADAT2,2,0.5989479048427926
SHPRH,1,1.07214045336904
PPIL4,1,0.3100577410899048
KATNA1,4,0.34486406898646715
FBXO5,1,0.029754656621875878
EZR,3,0.23955098906237426
RPS6KA2,2,1.4367774149709573
MAFK,7,1.5426980904587893
CHST12,4,0.774647804215524
LFNG,2,0.261074642354616
FOXK1,5,0.16281926072120725
CCZ1,2,0.7103052430013974
ZNF316,2,0.45534089612503015
GLCCI1,1,0.6863926594113691
PHF14,7,1.091785581802675
HDAC9,9,0.5453296870580753
SNX10,1,0.6692136259872308
ZNRF2,2,1.449440148382696
ZNRF2,2,1.449440148382696
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
INMT-MINDY4,1,5.6477127372934275
ANLN,1,0.4945014553790437
STARD3NL,1,0.9852391871904799
STARD3NL,1,0.9852391871904799
STK17A,1,0.748288412978596
OGDH,1,0.27942828613848364
ZNF107,2,1.0852688329478757
VKORC1L1,2,0.9014224470861983
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,0.9611016599086668
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
RABGEF1,4,1.3868796179304248
POM121,2,0.04996350764531242
GTF2I,14,0.13860226945149248
GTF2I,14,0.13860226945149248
ZP3,1,0.8486856164970206
PTPN12,8,0.3094746816640839
PHTF2,7,0.3086567160449184
AKAP9,2,1.9453858911506081
RBM48,1,1.5814319455365957
ARPC1A,1,0.15406920891507872
AGFG2,1,0.08460606973408434
KMT2E,4,1.1432124881264865
RINT1,1,0.37595110152649036
IFRD1,1,0.009615271317171211
ST7,1,0.13984043117300135
AHCYL2,7,1.111926703784696
NRF1,5,0.28503467307733676
KLHDC10,4,0.09432429522940203
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
MKLN1,10,0.4709581463041347
EXOC4,4,0.10156633669974596
NUP205,3,1.052391385552213
TRIM24,4,0.09393469348156316
UBN2,3,0.7582027196762624
LUC7L2,12,0.2243204113031584
CUL1,2,0.2673257424552365
ZNF783,8,0.025567069090193597
GALNT11,3,0.5835919031392027
UBE3C,9,0.09400233675871193
ADAP1,6,1.2347730130820576
COX19,3,0.5885002783839586
INTS1,3,0.09257112717278086
FBXL18,2,0.24967323986928688
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
CCZ1B,3,0.24383716112064183
NDUFA4,1,0.7567830043915782
CYCS,1,0.6317790114417964
SKAP2,6,0.7098297999570503
SKAP2,6,0.7098297999570503
HOXA7,1,0.39784368163224426
HOXA9,2,0.2987581445274183
HOXA9,2,0.2987581445274183
HIBADH,8,0.41111031891569566
KBTBD2,5,1.1379983042975557
NT5C3A,1,0.5750472867367816
C7orf25,19,1.0329529068787344
PSMA2,18,0.19422243221697577
URGCP,8,0.13907602647021827
TMED4,1,0.09261427311131445
TNS3,4,0.010024250739178925
HUS1,2,0.8778795578214053
FIGNL1,1,0.5672261965780641
VOPP1,1,0.32737568360337005
TRIM74,1,1.5158606350775614
BAZ1B,8,0.2521347263539866
BAZ1B,8,0.2521347263539866
POM121C,4,0.0657003395589209
SLC25A40,3,0.8178545936093653
SLC25A40,3,0.8178545936093653
KRIT1,3,0.8171859926140098
CDK6,11,0.6281889449421592
ASNS,1,0.2954899655644125
SMURF1,1,0.4842664713440927
FBXL13,1,0.22256012489230315
COG5,6,0.8844497675373318
THAP5,2,0.12219762286187676
ZNF800,1,0.42221602520132395
SLC35B4,2,0.553108846068982
SLC35B4,2,0.553108846068982
SLC35B4,2,0.553108846068982
SLC35B4,2,0.553108846068982
SLC35B4,2,0.553108846068982
CREB3L2,6,1.552818316681652
HIPK2,1,0.6986052097937164
KDM7A,6,1.109546278947048
BRAF,7,1.1516017780491197
EZH2,10,0.3110188390577429
PRKAG2,3,1.1849766156706654
KMT2C,7,0.149522544043222
PAXIP1,1,0.5576823139352337
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
LMBR1,2,0.55175544807836
NCAPG2,4,0.3795160886594152
ESYT2,10,0.2806172891729095
TNKS,5,0.16921251528438913
MTMR9,1,0.4750668778108541
VPS37A,4,0.7451782852039053
VPS37A,4,0.7451782852039053
VPS37A,4,0.7451782852039053
VPS37A,4,0.7451782852039053
VPS37A,4,0.7451782852039053
VPS37A,4,0.7451782852039053
SLC7A2,1,0.47950891214134245
PCM1,1,1.897325594419619
XPO7,4,0.5738968059803853
POLR3D,4,1.6494677462518579
PPP3CC,8,1.0589403535927202
DOCK5,14,0.9913318894770015
PTK2B,3,1.1472514680504835
ESCO2,1,0.29368455409591776
HMBOX1,3,0.4283785056961106
HMBOX1,3,0.4283785056961106
HMBOX1,3,0.4283785056961106
DCTN6,1,1.2326773211804742
WRN,7,0.30878605713317003
MAK16,4,0.7393098227376559
ADGRA2,5,0.1276494382200818
ASH2L,6,0.6421295318596126
DDHD2,2,0.6984731520988131
DDHD2,2,0.6984731520988131
LETM2,1,0.4502169339697811
TACC1,2,0.043021711661734505
PLEKHA2,1,0.002617421986508574
AP3M2,4,0.18417610982247193
POLB,7,0.27124631542953104
HOOK3,29,1.1860861526099529
FNTA,13,0.0942429828232164
SPIDR,17,0.07470030965531849
UBE2V2,5,0.09973774979061789
TGS1,12,0.6420984188552453
YTHDF3,4,0.8327853964084877
SGK3,19,0.36319255659999605
CSPP1,10,1.2267404447811248
RDH10,1,0.7974331413523468
ZBTB10,1,0.7784583984066572
CA2,2,0.43716334747484653
WWP1,7,3.0590225596704035
OTUD6B,1,0.666475600062918
PDP1,5,0.2960655931800709
DPY19L4,9,0.20688352356781017
DPY19L4,9,0.20688352356781017
DPY19L4,9,0.20688352356781017
NDUFAF6,14,0.7195127560432008
NDUFAF6,14,0.7195127560432008
NDUFAF6,14,0.7195127560432008
NDUFAF6,14,0.7195127560432008
NDUFAF6,14,0.7195127560432008
NDUFAF6,14,0.7195127560432008
NDUFAF6,14,0.7195127560432008
PLEKHF2,1,0.5768944928198083
LAPTM4B,3,0.016677688653142925
VPS13B,14,1.6285504903163832
OXR1,2,0.3306174255624248
EBAG9,1,0.13104371586877556
MTBP,1,0.7870278950686735
TBC1D31,3,1.569372991794669
FAM91A1,1,0.12918286912496676
RNF139,2,0.18620770499857078
NSMCE2,1,0.05883476337692654
TRIB1,4,0.16410885137110917
THEM6,6,0.36775926801394954
MROH1,11,0.18270543986736068
ADCK5,3,1.1714817196680551
ERICH1,4,0.4606044018476419
MFHAS1,1,0.39179973754802994
PINX1,2,0.1981059532912303
REEP4,6,1.05391201661016
TNFRSF10B,2,0.4300245108847457
CCDC25,1,0.31562079224378653
CCDC25,1,0.31562079224378653
CCDC25,1,0.31562079224378653
CCDC25,1,0.31562079224378653
KIF13B,4,1.530036939121029
SARAF,2,0.15053402878986719
GTF2E2,2,0.37681950874006426
GSR,3,0.05964533319707025
PPP2CB,2,0.06645420495817177
FUT10,4,0.5721791163774729
KAT6A,3,0.8829871274564475
SLC20A2,12,0.10549537705274463
THAP1,3,0.15132658892399253
RNF170,1,0.05572141208029347
CEBPD,1,1.11228790527392
PRKDC,11,0.8763308558635491
ATP6V1H,2,0.5249137552739365
LYPLA1,9,0.2549837546301586
TMEM68,3,1.6033532794654306
TOX,1,0.078697648458275
ASPH,2,0.19686420080775419
ARMC1,7,0.2546708791740358
PDE7A,11,1.3550919891331483
VCPIP1,3,0.3619907804806051
ARFGEF1,12,0.519791549678312
NCOA2,6,0.5272595437304443
STAU2,2,0.19425653231663426
UBE2W,36,3.1702800260423154
UBE2W,36,3.1702800260423154
UBE2W,36,3.1702800260423154
ELOC,3,0.9404275605010078
TPD52,10,0.13202710324298628
IMPA1,4,0.8225289792345092
SNX16,1,1.3915998226808008
RAD54B,3,0.7715228162209378
CCNE2,1,0.8906584444766487
STK3,11,1.770490629516118
PABPC1,8,0.8925810478044692
PABPC1,8,0.8925810478044692
RRM2B,7,0.685845863700341
UBR5,7,1.3211272716029723
KLF10,1,0.1081099559402395
SLC25A32,4,0.6206092431032156
LRP12,2,0.6358947045063417
EIF3E,18,0.07552268713864446
RAD21,6,0.5025651238236469
SNTB1,5,0.8354534800220531
DERL1,13,0.2078266955503351
ZHX1,2,0.38854716969245295
ZHX1,2,0.38854716969245295
ATAD2,16,1.55157957722314
TMEM65,8,1.0452406460776331
WASHC5,6,0.39893350983133846
NDRG1,2,0.6586067814962943
TRAPPC9,26,0.732591184282069
AGO2,15,0.9570771091169855
TSNARE1,1,0.019170601735268494
DOCK8,14,0.13823533718134426
SMARCA2,4,0.7960525429117311
VLDLR,2,0.05740125059837847
RCL1,2,2.197937680757702
JAK2,2,1.9929257197330519
RIC1,2,0.7146816314423835
UHRF2,6,1.187639247309156
KDM4C,1,1.1969842767851162
SNAPC3,2,1.3836086577338855
SNAPC3,2,1.3836086577338855
DENND4C,1,0.6233611247905123
FOCAD,1,0.7193791881578043
IFT74,2,0.7473649492980852
DNAJA1,1,0.21336435456377562
RUSC2,2,3.465315021138251
MELK,4,0.09574700873977385
ZCCHC7,6,0.8352170162159726
C9orf85,2,0.19664467279461997
VPS13A,2,1.72052399745101
TLE4,3,0.5616255495883512
SPIN1,3,0.011916165050121422
CARD19,1,0.8108349463622528
PTPDC1,1,1.0200936697047422
TDRD7,2,1.2754490693090457
NCBP1,5,0.7164337967907357
TGFBR1,2,0.22337362898359878
STX17,1,0.1883957885284413
INVS,4,0.42742397971120905
RNF20,1,0.9234290797681504
SMC2,1,0.7861702623394513
SLC44A1,2,0.008936590766831745
UGCG,1,0.9113971914334325
KIAA1958,2,0.7407455681961854
SNX30,1,0.6021205381350073
SLC31A2,1,0.16822904844938702
CNTRL,4,1.8965117359851476
RABGAP1,3,1.505286214951393
ARPC5L,2,0.030657170834482973
GAPVD1,13,0.30597597550428013
ZBTB34,1,0.6967013410425237
SLC25A25,3,1.694868846888487
DNM1,2,1.6481122701157795
GLE1,3,0.702005724968482
SPTAN1,1,1.4509457086670592
TBC1D13,1,0.5764654849582409
GPR107,1,0.11734884353411819
FUBP3,1,0.21568205718350011
EXOSC2,13,2.573483500819573
NUP214,4,0.32303004608672015
TOR4A,1,2.556129247181469
CBWD1,1,0.25776591268159493
PUM3,3,1.4367105292507778
RFX3,1,1.1032977411152385
ERMP1,3,0.6098489625275674
MLLT3,3,0.734604739800586
PLAA,1,0.7343203532584386
B4GALT1,8,0.0951297093722483
UBAP2,5,0.5535068033159142
DCAF12,4,0.34139569568935163
KIF24,1,0.2772637157391839
FAM214B,1,1.3386668740348495
GBA2,1,0.7083529048952244
SHB,1,0.323436260316221
PTAR1,1,0.9027174068013183
ABHD17B,3,0.3299651143488095
ZFAND5,1,0.23507332983098883
CARNMT1,6,0.2947682269050754
RFK,1,0.7639776260393888
GNAQ,3,0.06278181757930204
TLE1,2,0.21127459990898192
UBQLN1,4,0.49805122337159313
AGTPBP1,3,0.7533668251248159
SEMA4D,1,0.25505141930910913
ZNF484,1,0.5740091487787242
ZNF367,7,0.07911657068550063
PTPN3,3,0.7583523880564308
LPAR1,3,0.9319167308564513
SUSD1,1,0.22321453497117272
PTBP3,12,0.17307973333384005
CDK5RAP2,1,0.7553316215155694
RBM18,1,0.5379758911195452
RC3H2,1,1.6962324425965394
ZBTB6,1,2.02059295856176
ZBTB26,5,0.8940301861515777
NR6A1,4,1.3989588725310755
GOLGA1,8,0.006877640900832992
SCAI,4,0.37494859322886886
KYAT1,2,0.8241180824764761
FNBP1,5,0.38125042252572644
FAM78A,3,0.5689757123260066
RAPGEF1,2,0.17003813828614722
MED27,3,0.30574885162416693
SETX,2,0.4403548559432899
RALGDS,1,1.0892358883817888
"NACC2",5,0.7103304225066128
ABCA2,1,0.14209657488047078
ZMYND19,3,1.0041423365196043
PFKFB3,11,0.9368948036586991
TAF3,1,0.6489761047673975
CELF2,1,1.5473169518279601
CELF2,1,1.5473169518279601
DHTKD1,3,0.8412531659037976
PRPF18,2,0.570488070614477
STAM,1,0.09134744252151365
ARL5B,2,1.5072607275220762
BMI1,2,1.1750373559355547
PDSS1,3,0.5157599717423123
MASTL,4,0.6744846432645791
ZNF33A,1,2.575161137495665
BMS1,2,0.3902817417150673
CSGALNACT2,3,2.418061133094261
AGAP6,1,0.6146834305121368
UBE2D1,1,0.24198014584148897
CDK1,2,0.33004245992750686
ADO,3,0.3751748778217665
REEP3,10,0.4283167297400103
SIRT1,6,1.455381726543546
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
CCAR1,4,0.9452596955435785
DDX21,2,0.40539511198578154
SUPV3L1,1,0.4623350455082584
HK1,1,0.45042626132065794
KAT6B,2,0.6167113808690413
SAMD8,1,0.24313995051472845
VDAC2,3,0.09363466255047628
GHITM,10,0.42021070725402
PTEN,3,0.41770253464044
KIF20B,3,0.4937335533514748
TNKS2,2,0.23598184991306276
BTAF1,11,0.7143488114277325
KIF11,3,0.23738214794026952
EXOC6,1,0.7396679713853415
TBC1D12,2,0.5682138912939632
LCOR,12,0.477400872072599
ZFYVE27,3,3.057645864813039
R3HCC1L,5,0.4674239154632749
ENTPD7,3,0.07114917084505962
SLF2,1,0.20436299515763176
CNNM2,3,0.5789155720415776
MXI1,2,0.4315199040820088
SMC3,7,0.7208930515643063
SHOC2,4,0.6506923497545443
VTI1A,3,0.1852082884368192
TRUB1,1,0.13566422874044484
INPP5F,2,0.18560511881769615
WDR11,2,0.37678759619988283
ZRANB1,1,1.1624162936833027
EDRF1,4,1.4209877125903592
PPP2R2D,1,0.7863038618391762
PPP2R2D,1,0.7863038618391762
PPP2R2D,1,0.7863038618391762
PPP2R2D,1,0.7863038618391762
LARP4B,17,0.05764579652852248
GDI2,5,0.2630230926797346
SFMBT2,23,0.8820860229210569
UPF2,14,1.0403618907248047
FAM107B,15,0.2924035472210491
DNAJC1,7,0.04583380727135708
PIP4K2A,9,0.24002420521684575
ARHGAP21,1,0.7446636399581896
YME1L1,2,0.105959978456268
MTPAP,3,0.6940229471199142
ZNF438,1,0.26277972438704617
KIF5B,3,1.4558628805131901
KIF5B,3,1.4558628805131901
EPC1,7,0.7840567448554789
ITGB1,3,0.5144256898366403
ZNF248,1,1.647529058341123
ZNF25,1,1.2145487605753358
PARG,1,0.7461731990898618
IPMK,4,1.0784058782257469
JMJD1C,12,0.482876089942541
HERC4,5,0.08245706518008394
RUFY2,1,1.5820909647696313
DNA2,2,0.6385051173612349
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
SLC25A16,10,0.8386248346329374
LRRC20,1,0.9844405161412204
ASCC1,2,0.02826121820740114
P4HA1,5,0.3521316041071953
ECD,4,0.29973032521838505
PPP3CB,2,0.1331349588239659
AP3M1,3,0.6538613968192439
ZNF503,4,0.912074317336581
KCNMA1,4,0.5536949884398629
POLR3A,2,0.2741397700995709
ATAD1,1,0.2983361058004395
