UniqueCount	AmbigCount
4	9
0	0
9	63
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
6	2
0	0
2	5
0	0
0	0
0	0
0	0
16	111
2	23
0	54
2	43
19	34
0	0
0	14
0	5
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	0
2	1
0	0
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
2	11
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	0
5	3
0	0
0	0
0	0
5435	2323
360	9974
40178	69554
0	0
3	437
0	19
33208	17549
11	1568
0	0
0	0
0	0
6	28
0	0
0	0
0	0
0	5
0	5
0	3
0	3
0	1
0	0
2	0
0	0
0	0
0	0
0	1
0	4
0	4
0	4
0	4
0	1
0	4
4	1
0	0
0	0
1	1
0	1
0	0
0	0
0	1
79	8
0	0
3	0
0	0
1	2
0	0
0	9
0	3
0	2
0	0
0	1
2	2
0	0
30	0
0	16
0	11
0	4
0	0
0	0
0	0
2	7
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	2
0	3
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	3
0	0
0	0
0	0
0	0
0	127
77	372
9	323
0	0
0	124
2	2
2	5
0	4
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
4	1
0	1
0	0
4	19
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	7
0	2
0	17
0	1
0	17
0	0
0	9
0	13
0	0
0	0
0	65
0	66
0	78
6	92
3	54
0	69
0	69
0	6
0	32
0	40
0	23
0	23
0	7
1	2
1	0
0	2
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
46	799
0	662
2	711
13	222
2	137
0	205
0	101
235	0
0	0
0	0
0	0
0	0
0	0
0	0
0	246
0	253
7	261
1	141
1	143
0	129
1	112
2	18
0	104
0	77
0	9
0	11
0	26
0	16
0	15
0	0
0	1
0	0
0	11
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
1	1
0	0
0	0
7	111
1	102
0	63
0	72
0	0
0	1
0	10
0	0
2	22
0	10
0	1
0	2
0	0
0	0
5	15
0	0
0	0
1	4
0	12
0	73
0	162
0	161
0	108
0	40
0	169
0	17
0	125
0	108
6	77
1	37
0	95
0	161
0	108
0	98
0	108
0	141
0	26
0	11
0	14
0	103
0	20
0	27
0	15
0	3
0	7
0	27
0	0
0	2
0	47
0	20
0	23
0	40
2	31
0	31
0	1
0	0
0	11
0	32
1	19
3	18
0	19
0	10
2	6
0	5
0	2
0	4
0	0
0	0
0	0
0	0
1	0
0	32
117	35
0	3
2	0
2	183
11	184
0	108
0	16
0	16
0	4
0	5
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	543
95	522
9	521
31	533
3	15
0	15
0	0
3	77
1	105
2	67
7	137
2	186
1	95
0	72
2	152
0	138
0	38
0	96
0	10
1	5
0	3
0	13
0	68
0	4
0	11
1	1
0	5
0	16
7	109
11	121
0	10
0	3
0	101
10	115
0	36
168	447
2	182
6	355
2	3
1	151
1	59
0	1
22	48
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	4
0	0
2	9
0	0
1	0
2	118
11	114
0	7
2	71
2	36
6	307
0	296
0	308
0	308
0	2
0	6
1	24
0	0
0	0
0	0
229	496
2	443
0	54
146	12
18	43
0	0
152	0
183	0
1	70
0	83
0	68
0	83
0	73
0	72
0	77
1	6
0	4
0	82
0	4
0	67
0	5
0	0
0	10
0	81
0	45
0	7
0	67
0	44
0	0
0	3
0	46
0	4
2	0
0	1
0	6
0	12
0	18
0	2
0	6
0	7
0	2
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
11	167
1	151
0	116
0	142
0	126
0	110
0	110
0	110
0	27
2	0
0	10
0	276
0	276
0	98
1	18
0	0
0	0
0	0
0	112
0	29
0	74
0	96
0	60
0	109
0	97
0	95
0	108
0	77
0	3
0	7
1	8
0	0
0	6
0	0
3	5
0	9
0	10
1	3
0	0
0	0
1	0
7	88
0	0
0	0
0	0
0	0
0	9
0	2
1	7
4	681
3	663
0	559
0	345
0	1
2	115
0	21
0	12
0	73
0	12
0	7
0	50
2	100
0	58
0	58
1	28
0	0
13	2735
0	2371
27	2818
1	196
0	641
2	169
0	332
2	128
0	2
0	8
1	0
0	0
